sample_id,osd_accession,tissue_type,spaceflight,light_regime,observed_features,shannon,simpson,pielou_evenness,environment
1,OSD-766,leaf,1,red-rich,20,2.8053736106386298,0.929679167613679,0.9364567172454537,Spaceflight
2,OSD-766,root,0,red-rich,20,2.8473791952118432,0.9344381961437086,0.9504785258509938,Ground
3,OSD-766,fruit,1,blue-rich,20,2.6851933712048304,0.9133640912273646,0.8963395677609227,Spaceflight
4,OSD-766,wick,0,blue-rich,20,2.717959315955048,0.9183243119186625,0.9072771088220756,Ground
5,OSD-766,substrate,1,red-rich,20,2.7882468887241076,0.9314634685790811,0.9307396770193577,Spaceflight
6,OSD-766,water,0,red-rich,20,2.7505110422652597,0.924646075949415,0.9181431420112143,Ground
7,OSD-766,swab,1,blue-rich,20,2.5601946057323075,0.895808358107149,0.8546139547694018,Spaceflight
8,OSD-766,leaf,0,blue-rich,20,2.8427659613509944,0.9349987906255282,0.948938590556517,Ground
9,OSD-766,root,1,red-rich,20,2.853045340587073,0.9348321601779495,0.9523699316435774,Spaceflight
10,OSD-766,fruit,0,red-rich,20,2.640501231385718,0.9061779475334282,0.8814209649826805,Ground
11,OSD-766,wick,1,blue-rich,20,2.687935878375051,0.9171730954418869,0.8972550391448081,Spaceflight
12,OSD-766,substrate,0,blue-rich,20,2.7998409356735054,0.931868482314338,0.9346098649703134,Ground
13,OSD-766,water,1,red-rich,20,2.6128042405125824,0.9048838291247802,0.872175482294644,Spaceflight
14,OSD-766,swab,0,red-rich,20,2.72568154007223,0.9232635507988826,0.9098548505599982,Ground
15,OSD-766,leaf,1,blue-rich,20,2.8602142220340325,0.9367158016427403,0.9547629630603851,Spaceflight
16,OSD-766,root,0,blue-rich,20,2.7514932097732148,0.927549126296145,0.9184709975798262,Ground
17,OSD-766,fruit,1,red-rich,20,2.582095551007417,0.9036986913491163,0.861924669905213,Spaceflight
18,OSD-766,wick,0,red-rich,20,2.745545747900651,0.9238503146939215,0.9164856860334416,Ground
19,OSD-766,substrate,1,blue-rich,20,2.711191639025724,0.9169035017553835,0.9050180027634105,Spaceflight
20,OSD-766,water,0,blue-rich,20,2.6072459496958724,0.9090219083497173,0.8703200792381767,Ground
21,OSD-766,swab,1,red-rich,20,2.7535899808436586,0.9284375496671861,0.919170916958121,Spaceflight
22,OSD-766,leaf,0,red-rich,20,2.7396764567651704,0.924757020887889,0.9145264685201497,Ground
23,OSD-766,root,1,blue-rich,20,2.7536067800880053,0.9221775191151282,0.9191765246836495,Spaceflight
24,OSD-766,fruit,0,blue-rich,20,2.8056365762737334,0.9284076073444699,0.9365444973309524,Ground
25,OSD-766,wick,1,red-rich,20,2.7600062507753487,0.9252276342169748,0.9213127204791941,Spaceflight
26,OSD-766,substrate,0,red-rich,20,2.780703104320126,0.9321517838965294,0.928221499921031,Ground
27,OSD-766,water,1,blue-rich,20,2.64808770084883,0.9108473165674781,0.883953390703792,Spaceflight
28,OSD-766,swab,0,blue-rich,20,2.5472298381948026,0.8913177063750592,0.850286209045274,Ground
29,OSD-766,leaf,1,red-rich,20,2.772595986319819,0.9286673274240326,0.9255152774485239,Spaceflight
30,OSD-766,root,0,red-rich,20,2.76028252669001,0.9192927192788775,0.9214049436451627,Ground
31,OSD-766,fruit,1,blue-rich,20,2.8803461229797214,0.939401083756236,0.9614831566916422,Spaceflight
32,OSD-766,wick,0,blue-rich,20,2.8887649602419074,0.9391142112575859,0.9642934336100794,Ground
33,OSD-766,substrate,1,red-rich,20,2.711102301178194,0.9210377488206903,0.9049881810572725,Spaceflight
34,OSD-766,water,0,red-rich,20,2.6380379810888797,0.9119361521502464,0.8805987118332307,Ground
35,OSD-766,swab,1,blue-rich,20,2.7120838655543453,0.9191335878654556,0.9053158352955423,Spaceflight
36,OSD-766,leaf,0,blue-rich,20,2.774188193115475,0.9268197384538412,0.9260467691341167,Ground
37,OSD-766,root,1,red-rich,20,2.6843455135092316,0.913885339645903,0.8960565459091091,Spaceflight
38,OSD-766,fruit,0,red-rich,20,2.8122334282481902,0.9313576817864466,0.9387465806187992,Ground
39,OSD-766,wick,1,blue-rich,20,2.693215868733693,0.9164047865032585,0.899017543226115,Spaceflight
40,OSD-766,substrate,0,blue-rich,20,2.7754043791056753,0.9302431269136737,0.9264527419912163,Ground
41,OSD-766,water,1,red-rich,20,2.615415024791329,0.9134088312585484,0.873046983497136,Spaceflight
42,OSD-766,swab,0,red-rich,20,2.709056610572513,0.9213988700618342,0.9043053127570109,Ground
43,OSD-766,leaf,1,blue-rich,20,2.799065551627187,0.9295181812009252,0.9343510354169641,Spaceflight
44,OSD-766,root,0,blue-rich,20,2.786875218980326,0.932153301316073,0.9302818024102377,Ground
45,OSD-766,fruit,1,red-rich,20,2.707967887767217,0.9173981681891041,0.903941888156319,Spaceflight
46,OSD-766,wick,0,red-rich,20,2.867881228763145,0.9360189486953813,0.9573222727813492,Ground
47,OSD-766,substrate,1,blue-rich,20,2.7432573810115013,0.9251235107735829,0.9157218103996437,Spaceflight
48,OSD-766,water,0,blue-rich,20,2.698663762539671,0.920041825726489,0.9008360948550679,Ground
49,OSD-766,swab,1,red-rich,20,2.5729326603553053,0.8991721310945232,0.8588660218634636,Spaceflight
50,OSD-766,leaf,0,red-rich,20,2.8100020565958745,0.9277370952085624,0.9380017304624572,Ground
51,OSD-766,root,1,blue-rich,20,2.6669413519178926,0.9135976724203425,0.8902468940436935,Spaceflight
52,OSD-766,fruit,0,blue-rich,20,2.7383968693910012,0.9183485980582033,0.9140993317611459,Ground
53,OSD-766,wick,1,red-rich,20,2.8113114671992276,0.9326802786201768,0.9384388224599338,Spaceflight
54,OSD-766,substrate,0,red-rich,20,2.7526214105914413,0.9268776998939612,0.9188476002649814,Ground
55,OSD-766,water,1,blue-rich,20,2.703120218689369,0.9228675603991091,0.9023236964638762,Spaceflight
56,OSD-766,swab,0,blue-rich,20,2.700191004191814,0.9141170713590269,0.9013459006429966,Ground
57,OSD-766,leaf,1,red-rich,20,2.8200261455416413,0.9323452027686847,0.9413478535570535,Spaceflight
58,OSD-766,root,0,red-rich,20,2.7451741547028523,0.9209125995539234,0.9163616451766938,Ground
59,OSD-766,fruit,1,blue-rich,20,2.6093225075232933,0.9002003422589147,0.8710132512701878,Spaceflight
60,OSD-766,wick,0,blue-rich,20,2.844658614891341,0.9351494859216996,0.9495703738293597,Ground
61,OSD-766,substrate,1,red-rich,20,2.8165322541809545,0.9339075138305052,0.9401815639685177,Spaceflight
62,OSD-766,water,0,red-rich,20,2.732778831285275,0.9217697457977234,0.9122239845696356,Ground
63,OSD-766,swab,1,blue-rich,20,2.627906934559632,0.9117471815666421,0.8772168854201419,Spaceflight
64,OSD-766,leaf,0,blue-rich,20,2.786831982899146,0.9283137751469184,0.9302673698517739,Ground
65,OSD-766,root,1,red-rich,20,2.6612002875941,0.9108902852181149,0.8883304796916921,Spaceflight
66,OSD-766,fruit,0,red-rich,20,2.8439268105536843,0.9343384225101637,0.9493260915401456,Ground
67,OSD-766,wick,1,blue-rich,20,2.7107788114682827,0.9135780249740842,0.9048801975392636,Spaceflight
68,OSD-766,substrate,0,blue-rich,20,2.852003096440187,0.9367875139604398,0.9520220220002201,Ground
69,OSD-766,water,1,red-rich,20,2.73779281205374,0.9225659194698406,0.9138976924682779,Spaceflight
70,OSD-766,swab,0,red-rich,20,2.8350471848922423,0.9355883170820309,0.9463619996752515,Ground
71,OSD-766,leaf,1,blue-rich,20,2.7532604165979464,0.9197594784234985,0.9190609057102463,Spaceflight
72,OSD-766,root,0,blue-rich,20,2.737338613953015,0.9247877891090954,0.9137460774175156,Ground
73,OSD-766,fruit,1,red-rich,20,2.714483836524362,0.9180960844986817,0.9061169652867647,Spaceflight
74,OSD-766,wick,0,red-rich,20,2.875342167806192,0.9392951466822936,0.9598127954188063,Ground
75,OSD-766,substrate,1,blue-rich,20,2.722986498295429,0.9243036335300991,0.9089552235136855,Spaceflight
76,OSD-766,water,0,blue-rich,20,2.7353129403150866,0.9231351534467184,0.9130698909452428,Ground
77,OSD-766,swab,1,red-rich,20,2.678054690065749,0.9151050745968156,0.8939566174545482,Spaceflight
78,OSD-766,leaf,0,red-rich,20,2.868438024203634,0.9377224791684419,0.9575081356654942,Ground
79,OSD-766,root,1,blue-rich,20,2.7103696233215744,0.9205484685131531,0.9047436071802651,Spaceflight
80,OSD-766,fruit,0,blue-rich,20,2.7422407372107513,0.9240196225561432,0.9153824463617674,Ground
81,OSD-766,wick,1,red-rich,20,2.774202459048028,0.9268539988516684,0.9260515312193934,Spaceflight
82,OSD-766,substrate,0,red-rich,20,2.770250717407946,0.9298683355562395,0.9247324074529047,Ground
83,OSD-766,water,1,blue-rich,20,2.542959388182807,0.9013960424343184,0.8488606978106104,Spaceflight
84,OSD-766,swab,0,blue-rich,20,2.5856489852382945,0.9065648798344736,0.8631108353921114,Ground
85,OSD-766,leaf,1,red-rich,20,2.6420663872252885,0.9101649119464094,0.8819434268372953,Spaceflight
86,OSD-766,root,0,red-rich,20,2.8381134951876454,0.9318859453314744,0.9473855591977336,Ground
87,OSD-766,fruit,1,blue-rich,20,2.6116237488584426,0.9075681287629347,0.8717814244996398,Spaceflight
88,OSD-766,wick,0,blue-rich,20,2.774434751861445,0.9266397196142291,0.9261290724654746,Ground
89,OSD-766,substrate,1,red-rich,20,2.836765931991276,0.9339396739343172,0.9469357315518302,Spaceflight
90,OSD-766,water,0,red-rich,20,2.7090931257114015,0.9213049433914372,0.9043175018098214,Ground
91,OSD-766,swab,1,blue-rich,20,2.8520856041306732,0.9363941500930226,0.9520495637439249,Spaceflight
92,OSD-766,leaf,0,blue-rich,20,2.8201165481301653,0.9332475590224973,0.941378030682467,Ground
93,OSD-766,root,1,red-rich,20,2.8767787376945204,0.9389973571428454,0.9602923342284023,Spaceflight
94,OSD-766,fruit,0,red-rich,20,2.7193569834703917,0.9189082544313101,0.9077436617005428,Ground
95,OSD-766,wick,1,blue-rich,20,2.8585335855820784,0.9370791846235567,0.9542019528303354,Spaceflight
96,OSD-766,substrate,0,blue-rich,20,2.779281735398927,0.9285812083133987,0.9277470353189214,Ground
97,OSD-766,water,1,red-rich,20,2.6905329973125913,0.92080488351386,0.8981219787443402,Spaceflight
98,OSD-766,swab,0,red-rich,20,2.7023032208727322,0.9201298041882445,0.9020509758927326,Ground
99,OSD-766,leaf,1,blue-rich,20,2.852115029023188,0.9364712099778519,0.9520593860143508,Spaceflight
100,OSD-766,root,0,blue-rich,20,2.8330702513519754,0.9341549072978278,0.9457020830472808,Ground
101,OSD-766,fruit,1,red-rich,20,2.785816406375798,0.9286568167754533,0.9299283620798467,Spaceflight
102,OSD-766,wick,0,red-rich,20,2.8062050814548583,0.9325100722551767,0.9367342690225496,Ground
