osd_accession,sample_id,pc1,pc2,pc1_pct,pc2_pct,tissue_type,spaceflight,light_regime
OSD-412,145,-0.020914100817975814,-0.009700516836562575,18.6,10.9,leaf,1,
OSD-412,146,0.015922188457560053,-0.03238512336644906,18.6,10.9,root,0,
OSD-412,147,0.00033927832308914234,-0.11486052634872013,18.6,10.9,wick,1,
OSD-412,148,0.10169654866166332,-0.08815573068038753,18.6,10.9,substrate,0,
OSD-412,149,-0.13921578468050777,0.01351619128100174,18.6,10.9,swab,1,
OSD-412,150,0.07449312423895466,0.04931371579413056,18.6,10.9,leaf,0,
OSD-412,151,0.09921214051547382,0.12987297741613404,18.6,10.9,root,1,
OSD-412,152,0.11578785470710311,-0.024830235825477474,18.6,10.9,wick,0,
OSD-412,153,0.08139007368088261,-0.0884819212311292,18.6,10.9,substrate,1,
OSD-412,154,-0.20914360421246453,-0.19693617011140452,18.6,10.9,swab,0,
OSD-412,155,0.02147586897454171,0.06526130534605357,18.6,10.9,leaf,1,
OSD-412,156,0.12008749013188366,0.019508014464666247,18.6,10.9,root,0,
OSD-412,157,0.008375972683539153,-0.00984788777617755,18.6,10.9,wick,1,
OSD-412,158,0.12365129030741763,0.13774663212146188,18.6,10.9,substrate,0,
OSD-412,159,-0.16704678865189734,-0.007482322550445937,18.6,10.9,swab,1,
OSD-412,160,-0.03034879346710584,0.2709472712981101,18.6,10.9,leaf,0,
OSD-412,161,0.024729206439286718,-0.003391211586930474,18.6,10.9,root,1,
OSD-412,162,0.03614281962585215,0.04099777902403231,18.6,10.9,wick,0,
OSD-412,163,0.03549420093401946,-0.023198270133347732,18.6,10.9,substrate,1,
OSD-412,164,-0.17758621254462886,-0.011965422308991301,18.6,10.9,swab,0,
OSD-412,165,-0.008640954003460011,-0.004140542722203345,18.6,10.9,leaf,1,
OSD-412,166,0.144224726626646,0.02522247076224737,18.6,10.9,root,0,
OSD-412,167,-0.08242137579235057,-0.051638917543098135,18.6,10.9,wick,1,
OSD-412,168,0.1110558195495426,-0.09331318211839898,18.6,10.9,substrate,0,
OSD-412,169,-0.10713839173290124,-0.04534812621993654,18.6,10.9,swab,1,
OSD-412,170,-0.08337019264785571,0.24479015107041732,18.6,10.9,leaf,0,
OSD-412,171,0.12681483030839052,-0.07913362858349349,18.6,10.9,root,1,
OSD-412,172,-0.04718611414793146,-0.04952226720340568,18.6,10.9,wick,0,
OSD-412,173,-0.0002750578166540392,0.04170747622360789,18.6,10.9,substrate,1,
OSD-412,174,-0.07354041509060932,-0.03382983929564635,18.6,10.9,swab,0,
OSD-412,175,-0.05659614300583415,0.05081006931730126,18.6,10.9,leaf,1,
OSD-412,176,0.17816257411954842,-0.031100470594087857,18.6,10.9,root,0,
OSD-412,177,0.009921358526624494,-0.02044212578149887,18.6,10.9,wick,1,
OSD-412,178,0.15290889945145153,-0.10222262191541638,18.6,10.9,substrate,0,
OSD-412,179,-0.34366604545018414,-0.005473389365796188,18.6,10.9,swab,1,
OSD-412,180,0.01887643264481671,0.11212966480025502,18.6,10.9,leaf,0,
OSD-412,181,0.09784095131431153,-0.08075008555784811,18.6,10.9,root,1,
OSD-412,182,-0.05466241368217239,0.12851606853180958,18.6,10.9,wick,0,
OSD-412,183,0.13567247164863985,0.020230852310673685,18.6,10.9,substrate,1,
OSD-412,184,-0.15348572270928776,-0.14060434023077004,18.6,10.9,swab,0,
OSD-412,185,-0.04787979819300252,0.10615607083299443,18.6,10.9,leaf,1,
OSD-412,186,0.1270441610081939,-0.09054643393626764,18.6,10.9,root,0,
OSD-412,187,-0.07353429337001985,-0.030202056872260418,18.6,10.9,wick,1,
OSD-412,188,0.08306842229434253,0.009131645787592088,18.6,10.9,substrate,0,
OSD-412,189,-0.20551924112315265,-0.00812958083158235,18.6,10.9,swab,1,
OSD-412,190,-0.11505561254053423,0.03246746104664862,18.6,10.9,leaf,0,
OSD-412,191,0.1528383505067552,-0.020692869901404294,18.6,10.9,root,1,
OSD-413,192,-0.002226750619994063,-0.10873070978765334,19.7,11.8,leaf,1,
OSD-413,193,-0.1504371405774297,0.14103591666718573,19.7,11.8,root,0,
OSD-413,194,-0.011465572432838137,-0.05063810679802511,19.7,11.8,wick,1,
OSD-413,195,-0.06045921167255877,-0.021370929446650477,19.7,11.8,substrate,0,
OSD-413,196,0.20290824438241625,-0.09867859415155163,19.7,11.8,swab,1,
OSD-413,197,0.11147233294310278,0.09453693139319849,19.7,11.8,leaf,0,
OSD-413,198,-0.07780298227916652,-0.01336515196555653,19.7,11.8,root,1,
OSD-413,199,-0.04083063121886141,0.035083176645663995,19.7,11.8,wick,0,
OSD-413,200,-0.045657369817674,-0.02385373528876681,19.7,11.8,substrate,1,
OSD-413,201,0.2436901193319474,0.16992012091230457,19.7,11.8,swab,0,
OSD-413,202,0.029708606298908303,-0.12290949942926166,19.7,11.8,leaf,1,
OSD-413,203,-0.06597386658610267,0.02284431501322262,19.7,11.8,root,0,
OSD-413,204,-0.08988520432567705,-0.04474058849592777,19.7,11.8,wick,1,
OSD-413,205,-0.017789192133599117,0.031590807834082815,19.7,11.8,substrate,0,
OSD-413,206,0.14539667451027366,-0.02269022017311934,19.7,11.8,swab,1,
OSD-413,207,0.005349964395745742,0.06912077819971854,19.7,11.8,leaf,0,
OSD-413,208,-0.15175790548740092,-0.030047443747105197,19.7,11.8,root,1,
OSD-413,209,0.08258773245658851,0.16193417330818147,19.7,11.8,wick,0,
OSD-413,210,-0.151305713087561,-0.014739770256554131,19.7,11.8,substrate,1,
OSD-413,211,0.14329295087779792,0.02099830366744324,19.7,11.8,swab,0,
OSD-413,212,0.007538041399166956,-0.10390175100748507,19.7,11.8,leaf,1,
OSD-413,213,-0.18538720563589872,0.16257764437210057,19.7,11.8,root,0,
OSD-413,214,-0.09953296802852243,-0.06427754957670972,19.7,11.8,wick,1,
OSD-413,215,-0.1211543243914722,0.028796253604278527,19.7,11.8,substrate,0,
OSD-413,216,0.2087065539591696,-0.07535171211983073,19.7,11.8,swab,1,
OSD-413,217,0.13246136570732334,0.12294545638474991,19.7,11.8,leaf,0,
OSD-413,218,-0.08705748827560822,0.05973711757453585,19.7,11.8,root,1,
OSD-413,219,-0.017719873686534632,0.04489410010454376,19.7,11.8,wick,0,
OSD-413,220,-0.062289807779780486,-0.1397974096711518,19.7,11.8,substrate,1,
OSD-413,221,0.2216137813684485,0.05908023016725918,19.7,11.8,swab,0,
OSD-413,222,0.08655381893045003,-0.03488610232257145,19.7,11.8,leaf,1,
OSD-413,223,-0.08215591363124336,0.10247654505205044,19.7,11.8,root,0,
OSD-413,224,-0.11296528440620068,-0.14806452188749591,19.7,11.8,wick,1,
OSD-413,225,-0.13092730526192678,0.07523226316501164,19.7,11.8,substrate,0,
OSD-413,226,0.12793345941432868,-0.09350605190780094,19.7,11.8,swab,1,
OSD-413,227,0.11713868835797155,0.07939999706087161,19.7,11.8,leaf,0,
OSD-413,228,-0.05429441951152214,-0.07877832349889541,19.7,11.8,root,1,
OSD-413,229,-0.04790404334510241,-0.058252698503225564,19.7,11.8,wick,0,
OSD-413,230,-0.07548833416179637,-0.009599147868312636,19.7,11.8,substrate,1,
OSD-413,231,0.1505963262024134,0.09553323425125963,19.7,11.8,swab,0,
OSD-413,232,0.08909115136910631,-0.151270332750005,19.7,11.8,leaf,1,
OSD-413,233,-0.07511836272857692,0.08129462774567506,19.7,11.8,root,0,
OSD-413,234,0.01598869059552343,-0.1560850527086639,19.7,11.8,wick,1,
OSD-413,235,-0.12475199825891904,0.011705315418648226,19.7,11.8,substrate,0,
OSD-413,236,0.18271702397024225,-0.1034904851738257,19.7,11.8,swab,1,
OSD-413,237,0.05083647930378017,0.10622522745076413,19.7,11.8,leaf,0,
OSD-413,238,-0.12074893405301856,-0.03353251382363856,19.7,11.8,root,1,
OSD-413,239,-0.09249420237971812,0.025595866367034856,19.7,11.8,wick,0,
OSD-414,240,0.0049355333127295165,0.11838760020583829,25.6,11.0,leaf,1,
OSD-414,241,0.0958375565569177,0.02341273290709282,25.6,11.0,root,0,
OSD-414,242,0.11483354272030274,0.04145113018607457,25.6,11.0,wick,1,
OSD-414,243,0.1670847035363144,0.029989288645203067,25.6,11.0,substrate,0,
OSD-414,244,-0.3065538849818808,0.06478937875988924,25.6,11.0,swab,1,
OSD-414,245,-0.11585812050064614,-0.16820088040628145,25.6,11.0,leaf,0,
OSD-414,246,0.14415008289138473,-0.06638653912647703,25.6,11.0,root,1,
OSD-414,247,-0.029945174648778754,-0.07027588908095232,25.6,11.0,wick,0,
OSD-414,248,0.07866139728819213,0.08256333047818004,25.6,11.0,substrate,1,
OSD-414,249,-0.23544714863550426,0.12525907272114917,25.6,11.0,swab,0,
OSD-414,250,-0.023365745079566298,-0.005759829641019513,25.6,11.0,leaf,1,
OSD-414,251,0.13591348053134258,-0.08902199610238852,25.6,11.0,root,0,
OSD-414,252,0.03620403982373842,0.05271090201040669,25.6,11.0,wick,1,
OSD-414,253,0.1019267649828667,-0.0769439082539225,25.6,11.0,substrate,0,
OSD-414,254,-0.06529389577701443,0.011636088742647741,25.6,11.0,swab,1,
OSD-414,255,-0.07191185735209138,-0.049602416334132704,25.6,11.0,leaf,0,
OSD-414,256,0.1173852214352533,0.04578652827946199,25.6,11.0,root,1,
OSD-414,257,0.0827387579596741,0.018637807667899426,25.6,11.0,wick,0,
OSD-414,258,0.15808205766345632,0.19144749191271423,25.6,11.0,substrate,1,
OSD-414,259,-0.23795506587765913,0.1670612994133941,25.6,11.0,swab,0,
OSD-414,260,-0.06103311999780265,-0.07432378207263599,25.6,11.0,leaf,1,
OSD-414,261,-0.04834442198224845,-0.13361291152378238,25.6,11.0,root,0,
OSD-414,262,0.03584400797970302,0.09932809993714371,25.6,11.0,wick,1,
OSD-414,263,0.16133681411355882,0.0026660978305227635,25.6,11.0,substrate,0,
OSD-414,264,-0.15991090126148863,0.08182366630309576,25.6,11.0,swab,1,
OSD-414,265,-0.03312258230472251,-0.06139926906210588,25.6,11.0,leaf,0,
OSD-414,266,0.1358801204680156,0.029921000431618563,25.6,11.0,root,1,
OSD-414,267,0.12554325224775115,0.07070081887781635,25.6,11.0,wick,0,
OSD-414,268,0.09585789544774137,0.038894188515679315,25.6,11.0,substrate,1,
OSD-414,269,-0.34001124840864794,-0.02280470273510526,25.6,11.0,swab,0,
OSD-414,270,-0.07702619129756512,-0.15412354067467168,25.6,11.0,leaf,1,
OSD-414,271,0.09073797439155853,0.042121661431018996,25.6,11.0,root,0,
OSD-414,272,0.09950989874180093,0.08552300220199147,25.6,11.0,wick,1,
OSD-414,273,0.1587383184208674,-0.12716047267448863,25.6,11.0,substrate,0,
OSD-414,274,-0.26999866226637553,0.03891351946824865,25.6,11.0,swab,1,
OSD-414,275,-0.11196524673530094,-0.191163393213235,25.6,11.0,leaf,0,
OSD-414,276,0.056122316056187026,0.014829971376422741,25.6,11.0,root,1,
OSD-414,277,0.012316435821694028,-0.0011834852397901315,25.6,11.0,wick,0,
OSD-414,278,0.04855198016438212,0.05728837141546479,25.6,11.0,substrate,1,
OSD-414,279,-0.16157933007876343,-0.014592648658593797,25.6,11.0,swab,0,
OSD-414,280,-0.12591734741073912,0.013085526746213464,25.6,11.0,leaf,1,
OSD-414,281,0.16185792259604623,-0.06792731271795618,25.6,11.0,root,0,
OSD-414,282,0.01298500652205407,-0.016328722286434776,25.6,11.0,wick,1,
OSD-414,283,0.13305150244892608,0.005083725421977689,25.6,11.0,substrate,0,
OSD-414,284,-0.18751056375580388,0.10206289390487204,25.6,11.0,swab,1,
OSD-414,285,-0.11071987813317812,-0.15596728320630462,25.6,11.0,leaf,0,
OSD-414,286,0.15104382345788891,0.07217013856474928,25.6,11.0,root,1,
OSD-414,287,0.05633997890542919,-0.1807663513465096,25.6,11.0,wick,0,
OSD-766,1,-0.10406811995609934,0.02319596430143487,13.0,10.1,leaf,1,red-rich
